comment_id,account_id,text,toxicity_label,toxicity_score,posted_at,platform_surface
COM-000011,ACC-000003,"Admin Coaching Re-confirmation
Hello, previously you expressed interest in participating in the Wikipedia:Admin coaching project.  We are currently conducting a reconfirmation drive to give coaches the opportunity to update their information and capacity to participate in the project.  Please visit Wikipedia:Admin coaching/Status to update your status.  Also, please remember to update your capacity (5th table variable) in the form of a fraction (eg. 2/3 means you are currently coaching 2 students, and could accept 1 more student).  Thank you. '''''' talk",clean,0.0,2026-01-10 00:00:00,shorts_comments
COM-000012,ACC-000003,"Hello, Anne. 

You always were a bitch.","toxic,obscene,insult",0.5,2026-02-06 00:00:00,livechat
COM-000013,ACC-000003,"What if CISPA bill became DNSchanger virus, Google, FB and others cannot promisr our privacy but instead infect all our computers filled with devastating virusrs that government cannot handle them. Insead they spy our information (like virusrs), we get infected. As soon as it gets too contagious. What about NoKoR Nuclear missile to interfere CISPA with Kim Jong Un?",clean,0.0,2025-12-28 00:00:00,community_post
COM-000014,ACC-000004,It isn't really that much of a surprise  if you read the home hemodialysis article which is referenced out the wazhoo.  There is a nocturnal hemodialysis article already it redirects to HHD. -)  There is a good deal of observational data to suggest NHHD is better than CHD. The naysayers want a study... so it is happening. I ref'ed the pilot study (of the JAMA article) in the HHD article see ref 14.   T|C,clean,0.0,2025-04-26 00:00:00,livechat
COM-000015,ACC-000004,I responded on MataNui44's talk page. 76.95.66.209,clean,0.0,2026-01-12 00:00:00,livechat
COM-000016,ACC-000004,"]], [[Captain Sanak Singh Khattri",clean,0.0,2026-01-29 00:00:00,comments
COM-000017,ACC-000004,"""
Thank you for unblocking me. I feel a one month block without warning for """"repurposing/reposting others' talk page comments on different pages"""" (which in my view was just trying to keep discussion in one place) on a productive editor to be manifestly excessive, and I believe it should also be lifted or substantially reduced.  """,clean,0.0,2025-04-07 00:00:00,comments
COM-000018,ACC-000004,"7) I was not notified that there was an AN/I discussion about me, and thus denied the chance to comment there before I was blocked, and am thus still unable to respond there.  Is this the normal procedure, to block people without first hearing their defense ?  In this case, much of RP's complaint seems to be based on him mistaking another editor's restore of my material as if it had been a restore done by me.",clean,0.0,2024-11-29 00:00:00,community_post
COM-000019,ACC-000004,"Worldwide View 

Why is the American view so prominent?  One exameple is the IPAed 'international' in both General American and Received Pronoucation?!?!",clean,0.0,2024-07-27 00:00:00,comments
COM-000020,ACC-000004,"Oh, yes it does!  We ought not forget that IPA symbols to sounds is not a one to one mapping.   is voiceless .  Saying that Icelandic doesn't have  is like saying French doesn't have , but just voiceless .  Futher supporting this, I have an Icelandic textbook which gives the pronunciation of the voiceless allophone of l as welsh ll, which is .",clean,0.0,2025-04-04 00:00:00,comments
COM-000021,ACC-000004,"""
Hi there. I just asked  to do it whilst giving him the necessary details (message content, list of recipients, heading name and edit summary).  I don't know how his bot works - he did the work.  Normally we use  for the newsletter, but it's not working at the moment.(talk) """,clean,0.0,2025-05-22 00:00:00,livechat
COM-000022,ACC-000005,eat shit get rid of goofs you queers.,"toxic,obscene,insult",0.5,2026-06-01 00:00:00,livechat
COM-000023,ACC-000005,Are you trying to dispute that fact?,clean,0.0,2026-05-31 00:00:00,livechat
COM-000024,ACC-000005,"""
Support agree with   """,clean,0.0,2026-05-29 00:00:00,community_post
COM-000025,ACC-000005,"White Trash
Fuck off you white piece of trash. Fucking wiggers. Go and fuck a Jew, Jew raper.","toxic,severe_toxic,obscene,insult,identity_hate",0.833,2026-05-31 00:00:00,shorts_comments
COM-000026,ACC-000005,"""
I was talking about them running any check they want on ME to disprove your claims.  I didn't know where you lived until you were silly enough to post an IP and connect your name to it. And yes you did post as an IP,  and other places. You added your name at the end of the IP.  And any fool can just enter """"locate x.x.x.x"""" in google and find where an ip is out of.  We even have some tools here at wikipedia.  YOU just outed yourself, which was quite foolish.   Now please stay off my talk page. You have accused me of doing what you so foolishly have done yourself.  - 2¢ © """,toxic,0.167,2026-05-28 00:00:00,community_post
COM-000027,ACC-000005,Are you trying to dispute that fact?,clean,0.0,2026-05-29 00:00:00,livechat
COM-000028,ACC-000005,"""

Oh, don't worry about me, Sandstein. I'm of no strong opinion as to what is """"well."""" Editing Wikipedia is not a personal benefit; if it were, I'd be COI! I do have some unfinished business, both with articles and """"arbitration or sanctions,"""" such as the RfAr/Clarification and a dispute over my last block, which was ostensibly about the sanction and which I hope can be resolved without much fuss. On the other hand, I hoped that in the past as well, but I can't control how others respond. I understand your recommendation and see it as well-motivated. Thanks.   """,clean,0.0,2026-05-29 00:00:00,comments
COM-000029,ACC-000005,"""

Negal/Nergal
I did provide a citation:  that the spelling was given as """"Nergal"""" in the reprint in Weird Secret Origins, which you can see on Nergal if you haven't reverted it.  """,clean,0.0,2026-05-28 00:00:00,livechat
COM-000030,ACC-000005,eat shit get rid of goofs you queers.,"toxic,obscene,insult",0.5,2026-05-29 00:00:00,livechat
COM-000031,ACC-000005,Are you trying to dispute that fact?,clean,0.0,2026-06-01 00:00:00,shorts_comments
COM-000032,ACC-000005,eat shit get rid of goofs you queers.,"toxic,obscene,insult",0.5,2026-05-31 00:00:00,livechat
COM-000033,ACC-000005,eat shit get rid of goofs you queers.,"toxic,obscene,insult",0.5,2026-05-30 00:00:00,shorts_comments
COM-000034,ACC-000005,"""

Oh, don't worry about me, Sandstein. I'm of no strong opinion as to what is """"well."""" Editing Wikipedia is not a personal benefit; if it were, I'd be COI! I do have some unfinished business, both with articles and """"arbitration or sanctions,"""" such as the RfAr/Clarification and a dispute over my last block, which was ostensibly about the sanction and which I hope can be resolved without much fuss. On the other hand, I hoped that in the past as well, but I can't control how others respond. I understand your recommendation and see it as well-motivated. Thanks.   """,clean,0.0,2026-05-28 00:00:00,comments
COM-000035,ACC-000005,"White Trash
Fuck off you white piece of trash. Fucking wiggers. Go and fuck a Jew, Jew raper.","toxic,severe_toxic,obscene,insult,identity_hate",0.833,2026-05-28 00:00:00,livechat
COM-000036,ACC-000005,Are you trying to dispute that fact?,clean,0.0,2026-05-31 00:00:00,livechat
COM-000037,ACC-000005,"White Trash
Fuck off you white piece of trash. Fucking wiggers. Go and fuck a Jew, Jew raper.","toxic,severe_toxic,obscene,insult,identity_hate",0.833,2026-05-31 00:00:00,livechat
COM-000038,ACC-000005,How about you shut up then!!!,toxic,0.167,2026-06-01 00:00:00,comments
COM-000039,ACC-000005,Are you trying to dispute that fact?,clean,0.0,2026-05-28 00:00:00,comments
COM-000040,ACC-000005,Please do not add speedy deletion tags to our article. We do not believe the article deserves to be deleted because it is about us and once again we did not create the link. If you think the article deserves to be deleted go kiss your comptuer goodbye. We will convene to reach a decision and will not look at anything you give us. Thank you.,clean,0.0,2026-05-29 00:00:00,shorts_comments
COM-000041,ACC-000005,"""
I was talking about them running any check they want on ME to disprove your claims.  I didn't know where you lived until you were silly enough to post an IP and connect your name to it. And yes you did post as an IP,  and other places. You added your name at the end of the IP.  And any fool can just enter """"locate x.x.x.x"""" in google and find where an ip is out of.  We even have some tools here at wikipedia.  YOU just outed yourself, which was quite foolish.   Now please stay off my talk page. You have accused me of doing what you so foolishly have done yourself.  - 2¢ © """,toxic,0.167,2026-05-31 00:00:00,comments
COM-000042,ACC-000005,"""

Oh, don't worry about me, Sandstein. I'm of no strong opinion as to what is """"well."""" Editing Wikipedia is not a personal benefit; if it were, I'd be COI! I do have some unfinished business, both with articles and """"arbitration or sanctions,"""" such as the RfAr/Clarification and a dispute over my last block, which was ostensibly about the sanction and which I hope can be resolved without much fuss. On the other hand, I hoped that in the past as well, but I can't control how others respond. I understand your recommendation and see it as well-motivated. Thanks.   """,clean,0.0,2026-05-31 00:00:00,community_post
COM-000043,ACC-000005,"recent online article 

FYI this just came out:  Sundaram's Sieve",clean,0.0,2026-05-30 00:00:00,shorts_comments
COM-000044,ACC-000005,Are you trying to dispute that fact?,clean,0.0,2026-05-31 00:00:00,livechat
COM-000045,ACC-000005,"""
I was talking about them running any check they want on ME to disprove your claims.  I didn't know where you lived until you were silly enough to post an IP and connect your name to it. And yes you did post as an IP,  and other places. You added your name at the end of the IP.  And any fool can just enter """"locate x.x.x.x"""" in google and find where an ip is out of.  We even have some tools here at wikipedia.  YOU just outed yourself, which was quite foolish.   Now please stay off my talk page. You have accused me of doing what you so foolishly have done yourself.  - 2¢ © """,toxic,0.167,2026-05-28 00:00:00,comments
COM-000046,ACC-000005,"""

Oh, don't worry about me, Sandstein. I'm of no strong opinion as to what is """"well."""" Editing Wikipedia is not a personal benefit; if it were, I'd be COI! I do have some unfinished business, both with articles and """"arbitration or sanctions,"""" such as the RfAr/Clarification and a dispute over my last block, which was ostensibly about the sanction and which I hope can be resolved without much fuss. On the other hand, I hoped that in the past as well, but I can't control how others respond. I understand your recommendation and see it as well-motivated. Thanks.   """,clean,0.0,2026-05-28 00:00:00,shorts_comments
COM-000047,ACC-000005,Are you trying to dispute that fact?,clean,0.0,2026-05-29 00:00:00,comments
COM-000048,ACC-000005,"""

 Wikipedia sucks. 

All of these """"post monitors"""" or whatever the hell you asshole are, you suck. You really ruin wikipedia. If I can't even be in control of my own fucking page, on a website where you're free to edit and add input to anything else, is fucked up. Fuck you all, you're all huge faggots. Go ahead and have a power trip on me, you fucking bitch ass pussy.""","toxic,obscene",0.333,2026-05-29 00:00:00,comments
COM-000049,ACC-000005,"""
I was talking about them running any check they want on ME to disprove your claims.  I didn't know where you lived until you were silly enough to post an IP and connect your name to it. And yes you did post as an IP,  and other places. You added your name at the end of the IP.  And any fool can just enter """"locate x.x.x.x"""" in google and find where an ip is out of.  We even have some tools here at wikipedia.  YOU just outed yourself, which was quite foolish.   Now please stay off my talk page. You have accused me of doing what you so foolishly have done yourself.  - 2¢ © """,toxic,0.167,2026-05-31 00:00:00,comments
COM-000050,ACC-000005,Any opinions on the Liancourt Rocks issue?,clean,0.0,2026-06-01 00:00:00,comments
COM-000051,ACC-000005,eat shit get rid of goofs you queers.,"toxic,obscene,insult",0.5,2026-06-01 00:00:00,community_post
COM-000052,ACC-000005,"OK
OK IT WAS A Joke. I have seen too many people bitching because the canon is female so i wanted to pull a prank",toxic,0.167,2026-05-30 00:00:00,livechat
COM-000053,ACC-000005,"""
I was talking about them running any check they want on ME to disprove your claims.  I didn't know where you lived until you were silly enough to post an IP and connect your name to it. And yes you did post as an IP,  and other places. You added your name at the end of the IP.  And any fool can just enter """"locate x.x.x.x"""" in google and find where an ip is out of.  We even have some tools here at wikipedia.  YOU just outed yourself, which was quite foolish.   Now please stay off my talk page. You have accused me of doing what you so foolishly have done yourself.  - 2¢ © """,toxic,0.167,2026-05-30 00:00:00,shorts_comments
COM-000054,ACC-000005,"""

Oh, don't worry about me, Sandstein. I'm of no strong opinion as to what is """"well."""" Editing Wikipedia is not a personal benefit; if it were, I'd be COI! I do have some unfinished business, both with articles and """"arbitration or sanctions,"""" such as the RfAr/Clarification and a dispute over my last block, which was ostensibly about the sanction and which I hope can be resolved without much fuss. On the other hand, I hoped that in the past as well, but I can't control how others respond. I understand your recommendation and see it as well-motivated. Thanks.   """,clean,0.0,2026-05-28 00:00:00,shorts_comments
COM-000055,ACC-000005,Are you trying to dispute that fact?,clean,0.0,2026-05-28 00:00:00,comments
COM-000056,ACC-000005,Are you trying to dispute that fact?,clean,0.0,2026-05-30 00:00:00,livechat
COM-000057,ACC-000005,"Aircraft compliment? 

Why does it say over 75, then claim it's going to be larger and thus can hold more aircraft than the Nimitz class? The Nimitz class can hold over 90 aircraft. Doesn't make much sense to say it can hold more than the Nimitz then give the aircraft compliment as less than what the Nimitz can hold.",clean,0.0,2026-05-29 00:00:00,community_post
COM-000058,ACC-000005,eat shit get rid of goofs you queers.,"toxic,obscene,insult",0.5,2026-06-01 00:00:00,community_post
COM-000059,ACC-000005,Are you trying to dispute that fact?,clean,0.0,2026-05-28 00:00:00,community_post
COM-000060,ACC-000005,"Kindergarden! 

Some ignorants've added Pakistanis on the article. Pakistanis are Indid, not Iranid. What's next then? Gypsies?",toxic,0.167,2026-05-29 00:00:00,community_post
COM-000061,ACC-000006,"""

 Bias 

Hmn, funny how racism isn't mentioned at all in the article. I'm sure it has nothing to do with the fact that it isn't a """"white"""" organization.  """,toxic,0.167,2022-08-10 00:00:00,livechat
COM-000062,ACC-000006,"""

 Please do not vandalize pages, as you did with this edit to Nail. If you continue to do so, you will be blocked from editing.  gabsadds """,clean,0.0,2025-05-25 00:00:00,livechat
COM-000063,ACC-000006,"""

Triple dittos.  Sorry I didn't vote before you withdrew.  (talk) """,clean,0.0,2023-02-23 00:00:00,community_post
COM-000064,ACC-000007,"""

The dick who is editing with policy is also editing out of policy, by being arrogant, lazy and fucking up the functionality of the Image Workshop. His worrying obsession with NFCC#9 is his excuse for being a twat. he is deliberately making the workshop non-functional. For the IW to work properly we have to be able to either see or be able to link to the image being requested. Now Mr Dick esq comes along, deletes both the image and the link making the request impossible to deal with unless we go looking for an invisible comment hidden in the source code of the request. In spite of being told of 2 methods of maintaining NFCC#9 compliance and maintaining IW functionality Hammersoft refuses to use them. One of the methods only involves putting a colon at the front of the link. But will Hammersoft do this? No, he has refused point blank. This I firmly definitely and firmly puts him in the """"dick"""" category. His arrogance, his laziness, his Borg-like obsession with NFCC#9 and his truculence are disrupting a valuable resource with WP for no purpose. I would be grateful if you could copy and paste this as a response to his accusations at the incident board. Especially now you've effectively stopped me posting there. This is not an unblock request as I don't care one way or another, it's WP's loss if I can't sort out image requests for 24hrs, it's not my loss. This is a request though that Hammersoft either stays away from the IW or that he implements the methods we've informed him of.   ""","toxic,obscene",0.333,2025-02-18 00:00:00,comments
COM-000065,ACC-000007,Robots.txt are the scourge of the internet. I should set up a crawler that ignores robots.txt files.,clean,0.0,2025-02-11 00:00:00,comments
COM-000066,ACC-000007,Shut the hell up JeremyA stop posting nonsense.,"toxic,obscene,insult",0.5,2025-09-22 00:00:00,livechat
COM-000067,ACC-000007,Have fun in Hell little Fascists69.14.97.53,"toxic,insult",0.333,2026-03-10 00:00:00,comments
COM-000068,ACC-000007,"Hey, what i DID WAS A MISTAKE, MY COMPUTER IS GLITCHING OUT AND U WIKI NERDS R LIEK FREEKING OUT. SO YEAH",toxic,0.167,2025-02-02 00:00:00,community_post
COM-000069,ACC-000007,"Atlant is a spectactular idiot, superseded only by yourself.","toxic,insult",0.333,2025-05-07 00:00:00,comments
COM-000070,ACC-000007,"Barnstar 

You've done alot of work on alot of WoT articles since you joined up, and I thought you deserved some recognition for it.  Keep up the good work!!",clean,0.0,2025-02-06 00:00:00,community_post
COM-000071,ACC-000007,And your a PRICK TO EMPOWER ASSHOLES LIKE PROPOL,toxic,0.167,2025-04-12 00:00:00,community_post
COM-000072,ACC-000007,"Nice work, I noticed the Doctor is/was missing from the Bacon mania merge discussion at Talk:Bacon#Merge proposal...I am looking forward to seeing the upcoming AfD that might come of this...",clean,0.0,2026-02-17 00:00:00,livechat
COM-000073,ACC-000007,"Fuck You 

Fuck you, douchébag","toxic,severe_toxic,obscene,insult",0.667,2025-06-12 00:00:00,livechat
COM-000074,ACC-000007,If you have a chance to read this you should instead of acting like a dick...i have faith that you can do this...the easiest way...stop acting like a dick and BTW happy new year to you.,"toxic,obscene,insult",0.5,2025-12-03 00:00:00,shorts_comments
COM-000075,ACC-000007,"Remove PA 

Pennsylvania is not on the east coast.it's inland",clean,0.0,2025-09-08 00:00:00,community_post
COM-000076,ACC-000007,"""

Administrator assessment: the warning above was inappropriate. See my further comments below.  (talk •  contribs •  global count)  

""",clean,0.0,2026-01-23 00:00:00,comments
COM-000077,ACC-000008,""" 

And what about this https://en.wikipedia.org/wiki/Wikipedia:Articles_for_deletion/Voronezh_UFO_incident ? Seriously, i have the feeling that Wikipedia is """"stacked"""" against me. The article is OK, the sources are OK, their reliability is OK ... but there is always someone willing to destroy the work.   """,clean,0.0,2025-08-06 00:00:00,livechat
COM-000078,ACC-000009,"""==Notability of Darling Kandie==
A tag has been placed on Darling Kandie requesting that it be speedily deleted from Wikipedia. This has been done because the article appears to be about a person, group of people, band, club, company, or web content, but it does not indicate how or why the subject is notable: that is, why an article about that subject should be included in an encyclopedia. Under the criteria for speedy deletion, articles that do not assert the subject's importance or significance may be deleted at any time. Please see the guidelines for what is generally accepted as notable. 

If you think that you can assert the notability of the subject, you may contest the deletion by adding  to the top of the page (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the article's talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm the subject's notability under Wikipedia guidelines.

For guidelines on specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.   """,clean,0.0,2024-06-26 00:00:00,community_post
COM-000079,ACC-000009,"""

 Please do not add unsourced content, as you did to I Should Have Known Better. This contravenes Wikipedia's policy on verifiability. If you continue to do so, you may be blocked from editing Wikipedia.   talktalk """,clean,0.0,2026-05-13 00:00:00,livechat
COM-000080,ACC-000010,"""
Lol, okay so that explains it. Thanks. ) a.k.a.Depu Joseph |TALK""",clean,0.0,2024-05-10 00:00:00,shorts_comments
COM-000081,ACC-000010,"""

How many times have we had this discussion? Editors are not required to be """"neutral"""" between what is true/verifiable and what is false. Articles are not required to pretend that false ideas (e.g., homeopathy) are true. It is not a violation of NPOV to write articles about pseudoscience from a scientific perspective. This is well-trodden ground on this talk page.   """,clean,0.0,2023-08-31 00:00:00,community_post
COM-000082,ACC-000010,"""The supposed similarities between Barbie and Sleeping Beauty are not """"too striking not to be noted in the article"""". As others have explained, it's impossible for Barbie to have been purposely designed to resemble the Disney character. One has to stretch quite a bit to see any """"similarities"""" between them, and aside from that, without evidence that something like this was done on purpose, it has no encyclopedic merit.  

""",clean,0.0,2026-02-17 00:00:00,shorts_comments
COM-000083,ACC-000010,Gotcha.  Will take a look.,clean,0.0,2026-04-13 00:00:00,community_post
COM-000084,ACC-000010,"""
See Internet_Explorer#Market share history overview by year and version. IE7 is with us for some time to come, like it or not. But if others using it have no problems, that's fine, I'm not worried about my specific workplace.  come howl! """,clean,0.0,2023-12-03 00:00:00,community_post
COM-000085,ACC-000011,"That's in the version that TRP demand son having, I have it in use to expand on the GK section. -",clean,0.0,2024-01-19 00:00:00,comments
COM-000086,ACC-000011,"So? 

How about those Angels?",clean,0.0,2024-12-30 00:00:00,community_post
COM-000087,ACC-000011,"Thank You
Thank You for the unblock. LoveMonkey",clean,0.0,2024-04-27 00:00:00,shorts_comments
COM-000088,ACC-000011,"""

 Lists of slums 

Hi, I've just come across List of slums in Venezuela, and it looks like you've created a bunch of lists of this type. Apart form sourcing issues, there's a fundamental terminological issue with calling a place a """"slum"""", which is pretty negative. """"List of barrios"""" (the Venezuelan term) would be fine, but than it would still be in the """"list of slums"""" category. This problem must apply in other cases too. I don't know what to suggest.  talk """,clean,0.0,2025-06-06 00:00:00,comments
COM-000089,ACC-000011,"""
I wouldn't call this a """"backfired sting"""" and if you openly state Planned Parenthood did nothing wrong there is obviously a lack of neutral POV. I do agree with Mattnad's suggestions but I see it is vastly different to what is posted currently.  190.6.159.37  """,clean,0.0,2025-10-17 00:00:00,livechat
COM-000090,ACC-000011,Is that supposed to defend your point?,clean,0.0,2025-01-03 00:00:00,comments
COM-000091,ACC-000011,"Now come on, that hardly seems fair does it.  You accuse a lot of people of a lot of things, and yet you can't take criticism yourself.  Seems like a bit of a contradiction.",clean,0.0,2025-07-31 00:00:00,livechat
COM-000092,ACC-000011,Stuff this is ProSpace.  I am trying to help SpaceX.  I think the 3 of us share the same goal (success for SpaceX).  Can't we work together to help SpaceX?,clean,0.0,2022-12-15 00:00:00,community_post
COM-000093,ACC-000012,"Bug in pseudocode and implementation 

This looks wrong for the case where either the left or right set has multiple matches for any single row in the other set.
Given simple result set 
Left(A,B,C,D)
Right(B, C, C, D, E)
This code would give (B, C, D) while the correct result is (B, C, C, D)",clean,0.0,2025-03-19 00:00:00,comments
COM-000094,ACC-000012,"STOP VANDALIZING FDNY PAGE 

Stop vandalizing the FDNY page.  It will be fixed everytime you do it.",clean,0.0,2023-03-07 00:00:00,community_post
COM-000095,ACC-000012,"Removed line regarding academic rejection 

The sources which stand against Acharya S are not scholarly, but rather Christian Apologists.  2601:882:100:D7B0:D1FA:BE1C:3CA:AF52",clean,0.0,2023-04-29 00:00:00,shorts_comments
COM-000096,ACC-000013,"Your edits 
I mostly agree with your edits, I just did some small correction. I agree that old Raguseans were Italian AND Croat, and not Italian AND Croat. We can continue in this way. Greetings. About the Ragusan names, it can be ok to list them according to the articles, but they are not always correct. I'd prefer a more neutral criteria. It shold be important in the article to point old Raguseans were a meeting point between two civilation. In the present time, people perefere to demonstrat that they were Italian or Croat (or Serbs). Greetings",clean,0.0,2026-04-18 00:00:00,livechat
COM-000097,ACC-000013,"Campaign, to defray the costs of developing and
distributing this material, are welcome.",clean,0.0,2026-05-17 00:00:00,shorts_comments
COM-000098,ACC-000013,"Email 1 and Agenda - week 29 Sept 2009 

First Email and Agenda: WEEK 0

There will be scheduled meetings on every Tuesday at 14:00 in room 111. All group members are required to attend these meetings. Please remember that success of group projects highly depend upon productive group meetings, so please try to make every single one of them.
 
These meetings will start from next week, 6th October Tuesday. I would be heading the first meeting as the Chairperson and Sam would be the Secretory. The post of the chairperson and secretory would keep on rotating so that everyone is involved in this group project.
 
As discussed in today's meeting there are a few tasks that need to be addressed before the meeting on Tuesday, 6th October; which are as follows:
 
    *
      Setting up a Wiki Forum to have an effective group communication system and also providing easy access to the projectmaterial to all the group members. Tejal volunteered to set up the forum. All details of it will be passed on to all of you as soonas it is finished.
    *
      Coming up with conceptual design and ideas for the payload because as we all know payload is most important driver of thesatellite design, so ideally that would be the first step in our project.
    *
      Also please note down the email IDs of all the group members for future contact. And don't forget to buy a log book foryourselves.

If you have any further queries please don't hesitate to contact me.

Best Regards 

Mudassir Farooq - Chairman for Week: 29 Sept 2009 - 6th Oct 2009",clean,0.0,2026-01-11 00:00:00,community_post
COM-000099,ACC-000013,"It's certainly a popular work in some quarters, and I know that it fits your perspective, but that doesn't make it a reliable source. If so many articles cite it, that means a lot more articles need to be fixed.",clean,0.0,2025-11-28 00:00:00,community_post
COM-000100,ACC-000013,"Explanation, please 

Dear, Mr. Favonian,
Could you please explain me why you have blocked my account Doraterra? I am not Dilek2! I'm just trying to write article about something that I know!",clean,0.0,2026-03-18 00:00:00,community_post
COM-000101,ACC-000013,"""

It's definitely not a POV issue, it's a preference issue.  POV involves actual content issues where unverified and/or biased comments are made in the body of the article in relation to the subject (like saying """"Roosevelt High School is known for its strong academic programs"""" without any third-party sources to verfiy).  It would be one thing if I owned the kentschools.net domain and was pushing it to further my own viewpoint or product or kentschools.net was not an official school site, but neither is the case.  The difference between the two domain names is simply a matter of technical ownership, but not one of content or one being """"official"""" and one not.  Also, they are not redirects to each other.  For example, the popular website http://www.espn.com is actually a redirect to the real address.  If you type in www.espn.com (or click on the link), you will see the address in your browser change to http://espn.go.com.  If that were the case here, say kentschools.net redirected to kent.k12.oh.us, then yes, it would make sense to simply type in the actual address rather than the easier to remember one.  But in this case, the Kent City Schools website exists on both domain names, not one with a redirect to another.    """,clean,0.0,2026-03-21 00:00:00,livechat
COM-000102,ACC-000014,"This shows how much you disrespect any editor who disagrees with you. Your edits are why Wikipedia is inaccurate- you discourage new, knowledgeable users from creating content and you NEVER assume good faith with edits.",clean,0.0,2026-05-08 00:00:00,livechat
COM-000103,ACC-000014,http://en.wikipedia.org/w/index.php?title=Moira_Cameron&action;=historysubmit&diff;=323490716&oldid;=323490704 Why do I bother?,clean,0.0,2023-10-25 00:00:00,community_post
COM-000104,ACC-000014,"""
You are actually trying to goad me into an arguement.  How cute.  When you just said on your cute ANI post that we are wearing you out with our arguements.  As for that diff of your prefer versions, it would be the one before I reverted you...this one.  You didn't like the comprimise, so you revert it to what you feel is best, not to what was there before.  Try reading up on WP:OWN, cause you are trying to own this article and that ain't gonna happen.

Oh, and for someone """"standing by"""" their statement that it is good for people to believe ASE had a friend that was a murder victim.  You sir are a callous asshole (and I stand by that term) and nothing you do will make me believe otherwise.  If you can't see what you wrote was unthinkably wrong, rude and cold...you don't deserve to be on Wikipedia, not alone the internet....or this planet. -  • Talk • """,toxic,0.167,2023-07-17 00:00:00,community_post
